LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,ScreenPorch,SalePrice
50.0,5784,Reg,Inside,OldTown,1Story,5,1938,1996,MetalSd,MetalSd,None,0.0,TA,Fa,No,Unf,0,190,190,Gd,886,0,886,0,1,0,2,TA,4,0,Attchd,1938.0,Unf,1,273,144,20,0,91300
60.0,7879,Reg,Inside,IDOTRR,1Story,4,1920,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Rec,495,225,720,TA,720,0,720,0,1,0,2,TA,4,0,,,,0,0,0,523,0,34900
,12692,IR1,Inside,NoRidge,1Story,8,1992,1993,BrkFace,BrkFace,None,0.0,Gd,Gd,No,GLQ,1231,1969,3200,Ex,3228,0,3228,1,3,0,4,Gd,10,1,Attchd,1992.0,RFn,2,546,264,75,0,430000
60.0,9120,Reg,Inside,BrkSide,1.5Fin,7,1925,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Rec,329,697,1026,Ex,1133,687,1820,1,2,0,4,TA,8,0,Detchd,1925.0,Unf,1,240,0,100,0,184000
65.0,7800,Reg,Inside,Sawyer,1Story,5,1967,2004,HdBoard,HdBoard,BrkFace,89.0,TA,TA,No,ALQ,450,414,864,Ex,899,0,899,0,1,0,3,Gd,5,0,Attchd,1967.0,Fin,1,288,64,0,0,130000
70.0,7535,IR1,Inside,NAmes,1Story,5,1958,1985,MetalSd,MetalSd,None,0.0,TA,TA,No,BLQ,111,522,912,Fa,912,0,912,0,1,0,2,TA,5,0,Attchd,1958.0,Fin,1,297,12,285,0,120000
21.0,1890,Reg,Inside,BrDale,2Story,6,1973,1973,HdBoard,HdBoard,BrkFace,285.0,TA,TA,No,BLQ,356,316,672,TA,672,546,1218,0,1,1,3,TA,7,0,Detchd,1973.0,Unf,1,264,144,28,0,113000
75.0,9803,Reg,Inside,Somerst,2Story,7,2005,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,400,466,866,Gd,866,902,1768,0,2,1,3,Gd,7,0,Attchd,2005.0,RFn,2,603,0,108,0,226700
70.0,9170,Reg,Corner,Edwards,1Story,5,1965,1965,MetalSd,MetalSd,None,0.0,TA,TA,No,ALQ,698,420,1214,Ex,1214,0,1214,1,1,0,2,TA,6,0,Detchd,1965.0,Unf,2,461,0,0,0,140000
100.0,15602,IR1,Inside,Crawfor,1Story,7,1959,1997,BrkFace,Wd Sdng,None,0.0,TA,TA,No,ALQ,1247,254,1501,TA,1801,0,1801,1,2,0,1,TA,6,2,Attchd,1959.0,Fin,2,484,0,54,161,289000
24.0,2308,Reg,Inside,NPkVill,2Story,6,1974,1974,Plywood,Brk Cmn,None,0.0,TA,TA,No,ALQ,257,103,855,TA,855,467,1322,0,2,1,3,TA,6,1,Attchd,1974.0,Unf,2,440,260,0,0,147000
60.0,7596,Reg,Inside,OldTown,2Story,5,1952,1952,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,No,Unf,0,960,960,Gd,960,1000,1960,0,2,0,4,TA,10,0,Detchd,1952.0,Unf,2,400,0,0,0,124500
80.0,9554,IR1,Inside,SawyerW,2Story,8,1993,1994,VinylSd,VinylSd,BrkFace,125.0,Gd,Gd,No,GLQ,380,397,777,Ex,1065,846,1911,0,2,1,3,Gd,8,1,Attchd,1993.0,RFn,2,471,182,81,0,215000
75.0,7862,IR1,Inside,Somerst,1Story,6,2009,2009,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,27,1191,1218,Ex,1218,0,1218,0,2,0,2,Gd,4,0,Attchd,2009.0,Fin,2,676,0,102,0,208300
60.0,9600,Reg,Inside,OldTown,2Story,7,1928,2005,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,141,548,689,Ex,689,689,1378,0,2,0,3,Gd,7,1,Detchd,1928.0,Unf,2,360,0,0,0,161000
80.0,9600,Reg,Corner,NAmes,1Story,5,1959,1959,MetalSd,MetalSd,BrkFace,132.0,TA,TA,No,ALQ,991,50,1041,Ex,1041,0,1041,1,1,0,3,TA,6,0,Attchd,1959.0,RFn,1,270,224,88,0,124500
75.0,14559,Reg,Inside,NAmes,1Story,5,1951,2000,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,No,BLQ,650,178,1008,Ex,1363,0,1363,1,1,0,2,TA,6,2,CarPort,1951.0,Unf,1,288,324,42,168,164900
40.0,6792,IR1,Inside,NridgHt,1Story,7,2005,2006,VinylSd,VinylSd,Stone,94.0,Gd,Gd,No,Unf,0,1368,1368,Ex,1368,0,1368,0,2,0,2,Gd,6,1,Attchd,2005.0,RFn,2,474,132,35,0,202665
70.0,9100,Reg,Corner,NAmes,1Story,5,1958,1958,VinylSd,VinylSd,None,0.0,TA,TA,No,BLQ,521,169,864,TA,864,0,864,1,1,0,3,TA,5,0,Detchd,1964.0,Unf,2,624,0,0,0,129900
71.0,9187,Reg,Corner,Mitchel,1Story,6,1983,1983,VinylSd,VinylSd,None,0.0,TA,TA,No,ALQ,336,748,1084,TA,1080,0,1080,0,1,1,3,TA,5,0,Attchd,1983.0,Unf,2,484,120,0,0,134000
55.0,10594,Reg,Inside,Crawfor,1.5Unf,5,1926,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,768,768,Fa,789,0,789,0,1,0,2,TA,5,0,Detchd,1926.0,Unf,1,200,0,0,0,96500
94.0,12220,Reg,Inside,NridgHt,1Story,10,2009,2009,CemntBd,CmentBd,BrkFace,305.0,Ex,Ex,No,GLQ,1436,570,2006,Ex,2020,0,2020,1,2,1,3,Ex,9,1,Attchd,2009.0,Fin,3,900,156,54,0,402861
,10448,IR1,Corner,NWAmes,SLvl,6,1972,1972,HdBoard,HdBoard,BrkFace,333.0,TA,TA,No,Unf,0,689,689,TA,1378,741,2119,0,2,1,3,TA,7,1,Attchd,1972.0,RFn,2,583,0,104,0,158000
79.0,10208,IR1,Inside,NoRidge,2Story,7,1996,1997,VinylSd,VinylSd,BrkFace,921.0,Gd,Gd,No,Unf,0,1264,1264,Ex,1277,1067,2344,0,2,1,3,Gd,7,1,Attchd,1996.0,RFn,3,889,220,0,0,265000
,9531,IR1,CulDSac,CollgCr,2Story,6,1998,1998,VinylSd,VinylSd,None,0.0,TA,Gd,Mn,GLQ,706,88,794,Ex,882,914,1796,1,2,1,3,TA,7,0,Attchd,1998.0,RFn,2,546,0,36,0,211000
53.0,10918,Reg,Inside,Crawfor,2Story,7,1926,2004,MetalSd,MetalSd,None,0.0,Gd,Gd,No,Unf,0,1276,1276,Ex,1276,804,2080,0,1,1,3,Gd,9,2,Detchd,1926.0,Unf,1,282,0,0,145,234000
60.0,10800,Reg,Inside,OldTown,2Story,4,1900,2000,MetalSd,MetalSd,None,0.0,TA,,,,0,0,0,TA,694,600,1294,0,2,0,3,TA,7,0,,,,0,0,220,114,0,106250
90.0,11988,IR1,Corner,NAmes,1Story,6,1957,1957,VinylSd,VinylSd,None,0.0,TA,TA,No,Rec,777,467,1244,Ex,1244,0,1244,0,1,1,3,TA,6,2,Attchd,1957.0,Unf,1,336,0,40,0,150000
50.0,5000,Reg,Corner,BrkSide,1.5Fin,6,1947,1950,CemntBd,CmentBd,None,0.0,TA,TA,No,ALQ,399,605,1004,Ex,1004,660,1664,0,2,0,3,TA,7,2,Detchd,1950.0,Unf,2,420,0,24,0,159000
130.0,40094,IR1,Inside,Edwards,2Story,10,2007,2008,CemntBd,CmentBd,Stone,762.0,Ex,Ex,Gd,GLQ,2260,878,3138,Ex,3138,1538,4676,1,3,1,3,Ex,11,1,BuiltIn,2007.0,Fin,3,884,208,406,0,184750
95.0,11787,IR1,Inside,NoRidge,2Story,7,1996,1997,VinylSd,VinylSd,BrkFace,594.0,Gd,Gd,No,GLQ,719,660,1379,Ex,1383,1015,2398,1,2,1,3,Gd,8,1,Attchd,1996.0,Fin,3,834,239,60,0,315750
62.0,7500,Reg,Inside,Somerst,1Story,7,2005,2005,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,1257,1257,Ex,1266,0,1266,0,2,0,3,Gd,6,1,Attchd,2005.0,Unf,2,453,38,144,0,176000
70.0,13300,Reg,Inside,NAmes,1Story,5,1956,2000,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,No,Rec,377,551,928,TA,928,0,928,0,1,0,2,TA,4,0,Attchd,1956.0,Unf,1,252,261,0,0,132000
67.0,14948,IR1,Inside,NridgHt,2Story,9,2008,2008,VinylSd,VinylSd,Stone,268.0,Ex,Ex,Av,GLQ,1330,122,1452,Ex,1476,1237,2713,1,2,1,3,Ex,11,1,Attchd,2008.0,Fin,3,858,126,66,0,446261
58.0,9098,IR1,Inside,Edwards,1Story,4,1920,2002,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Mn,ALQ,348,180,528,Ex,605,0,605,1,1,0,2,TA,5,0,,,,0,0,0,0,0,86000
,32668,IR1,CulDSac,Crawfor,1Story,6,1957,1975,Wd Sdng,Stone,None,0.0,Gd,TA,No,Rec,1219,816,2035,TA,2515,0,2515,1,3,0,4,TA,9,2,Attchd,1975.0,RFn,2,484,0,0,0,200624
85.0,10200,Reg,Inside,Timber,SLvl,6,1988,1989,HdBoard,HdBoard,BrkFace,219.0,Gd,Gd,Av,GLQ,783,678,1461,Ex,1509,0,1509,1,2,0,3,Gd,5,1,Attchd,1988.0,RFn,2,600,224,0,0,175000
60.0,6155,IR1,FR3,BrkSide,2Story,6,1920,1999,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,Mn,Unf,0,611,611,Ex,751,611,1362,0,2,0,3,TA,6,0,Detchd,1920.0,Fin,2,502,0,0,0,128000
60.0,7200,Reg,Inside,NAmes,1Story,5,1955,2007,VinylSd,VinylSd,None,0.0,TA,,,,0,0,0,Ex,827,0,827,0,1,0,2,TA,5,1,Detchd,1967.0,Unf,1,392,0,0,0,107500
50.0,5000,Reg,Inside,BrkSide,1Story,1,1946,1950,VinylSd,VinylSd,None,0.0,Fa,,,,0,0,0,Fa,334,0,334,0,1,0,1,Fa,2,0,,,,0,0,0,0,0,39300
74.0,9056,IR1,Inside,Gilbert,2Story,8,2004,2004,VinylSd,VinylSd,None,0.0,Gd,Ex,Av,Unf,0,707,707,Ex,707,707,1414,0,2,1,3,Gd,6,1,Attchd,2004.0,Fin,2,403,100,35,0,178000
70.0,7000,Reg,Inside,Edwards,2Story,5,1910,1991,MetalSd,MetalSd,None,0.0,TA,Gd,Gd,GLQ,969,148,1117,TA,820,527,1347,1,1,0,3,TA,5,0,,,,0,0,85,0,0,107500
57.0,8924,IR1,CulDSac,CollgCr,2Story,7,1998,1999,VinylSd,VinylSd,None,0.0,TA,Gd,Av,Unf,0,880,880,Ex,880,844,1724,0,2,1,3,Gd,8,0,Attchd,1998.0,Fin,2,527,120,155,0,188000
,12735,IR1,FR2,NAmes,1Story,4,1972,1972,MetalSd,MetalSd,None,0.0,TA,TA,No,BLQ,600,264,864,TA,864,0,864,0,1,0,3,TA,5,0,Detchd,1980.0,Unf,2,576,216,0,0,111250
,11553,IR1,Inside,Sawyer,1Story,5,1968,1968,Plywood,Plywood,BrkFace,188.0,TA,TA,No,BLQ,673,378,1051,TA,1159,0,1159,0,1,1,3,TA,7,1,Attchd,1968.0,Unf,1,336,466,0,0,158000
,11423,Reg,Inside,CollgCr,1Story,8,2001,2002,VinylSd,VinylSd,BrkFace,479.0,Gd,Gd,Av,GLQ,1358,223,1581,Ex,1601,0,1601,1,2,0,3,Gd,6,1,Attchd,2001.0,RFn,2,670,180,0,0,272000
85.0,14601,Reg,Inside,Timber,1Story,9,2006,2006,VinylSd,VinylSd,BrkFace,584.0,Ex,Ex,Av,GLQ,1260,578,1838,Ex,1838,0,1838,1,2,0,2,Ex,8,1,Attchd,2006.0,Fin,3,765,270,68,0,315000
,11000,Reg,FR2,NoRidge,2Story,8,2000,2000,VinylSd,VinylSd,BrkFace,72.0,Gd,Gd,No,Unf,0,969,969,Ex,997,1288,2285,0,2,1,4,Gd,8,1,BuiltIn,2000.0,Fin,3,648,0,56,0,248000
78.0,10140,Reg,Inside,NWAmes,1Story,7,1998,1999,VinylSd,VinylSd,None,0.0,Gd,Ex,No,LwQ,144,379,1650,Ex,1680,0,1680,1,2,0,3,Gd,7,1,Attchd,1998.0,Fin,2,583,78,73,0,213250
34.0,4058,Reg,Inside,NAmes,SFoyer,7,1998,1998,MetalSd,MetalSd,BrkFace,182.0,TA,Gd,Av,GLQ,584,0,723,Ex,767,0,767,1,1,0,1,TA,4,0,Attchd,1998.0,Fin,1,367,120,40,0,133000
58.0,17104,IR1,Inside,Gilbert,2Story,7,2006,2006,VinylSd,VinylSd,None,0.0,Gd,Gd,Av,GLQ,554,100,654,Ex,664,832,1496,1,2,1,3,Gd,7,1,Attchd,2006.0,RFn,2,426,100,24,0,179665
,13837,IR1,Corner,NWAmes,1.5Fin,7,1988,1988,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,No,GLQ,1002,0,1204,Gd,1377,806,2183,0,2,1,4,Gd,9,0,Attchd,1988.0,Unf,3,786,0,0,0,229000
70.0,8737,IR1,Inside,BrkSide,1.5Fin,6,1923,1950,BrkFace,Wd Sdng,None,0.0,TA,Gd,No,Rec,300,765,1065,Ex,915,720,1635,0,1,1,3,TA,6,1,Detchd,1950.0,Unf,2,440,0,38,0,210000
54.0,7244,Reg,Inside,Mitchel,SFoyer,5,1970,1970,VinylSd,VinylSd,None,0.0,TA,Gd,Av,ALQ,619,149,768,Ex,768,0,768,1,1,0,2,TA,5,0,Detchd,1987.0,Unf,2,624,104,0,0,129500
49.0,8235,IR1,Inside,OldTown,1Story,5,1955,1995,MetalSd,MetalSd,None,0.0,TA,TA,No,LwQ,180,0,825,TA,825,0,825,1,1,0,2,TA,4,0,Detchd,1963.0,RFn,2,720,140,50,0,125000
75.0,9375,Reg,Inside,Somerst,2Story,7,2003,2004,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,912,912,Ex,912,1182,2094,0,2,1,4,Gd,8,1,BuiltIn,2003.0,Fin,2,615,182,182,0,263000
53.0,4043,Reg,Inside,NPkVill,1Story,6,1977,1977,Plywood,Plywood,None,0.0,TA,Gd,No,ALQ,559,510,1069,TA,1069,0,1069,0,2,0,2,TA,4,0,Attchd,1977.0,RFn,2,440,0,55,200,140000
50.0,6000,Reg,Inside,OldTown,1Story,5,1957,1957,BrkFace,BrkFace,None,0.0,TA,TA,No,Rec,308,620,928,Gd,928,0,928,0,1,0,3,TA,5,0,Attchd,1957.0,Fin,1,288,0,0,0,112500
87.0,11146,IR1,Inside,NridgHt,1Story,8,2006,2006,VinylSd,VinylSd,Stone,250.0,Gd,Ex,Av,Unf,0,1709,1709,Ex,1717,0,1717,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,3,908,169,39,0,255500
67.0,8777,Reg,Inside,Edwards,1Story,4,1949,2003,VinylSd,VinylSd,None,0.0,TA,,,,0,0,0,Ex,1126,0,1126,0,2,0,2,Gd,5,0,Detchd,2002.0,Fin,2,520,0,96,0,108000
85.0,10625,Reg,Inside,NridgHt,2Story,7,2003,2004,VinylSd,VinylSd,BrkFace,292.0,Gd,Gd,No,GLQ,866,132,998,Ex,1006,1040,2046,1,2,1,3,Gd,8,1,BuiltIn,2003.0,RFn,3,871,320,62,0,284000
58.0,6380,Reg,Inside,BrkSide,1.5Unf,5,1922,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,993,993,TA,1048,0,1048,0,1,0,2,TA,5,1,Detchd,1922.0,Unf,1,280,0,0,0,113000
69.0,14850,IR1,Inside,NAmes,1Story,5,1957,1957,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Rec,895,197,1092,TA,1092,0,1092,1,1,0,2,TA,6,1,Attchd,1957.0,Fin,1,299,268,0,122,141000
60.0,11040,Reg,Inside,IDOTRR,1.5Fin,4,1920,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,637,0,637,Gd,897,439,1336,0,1,1,3,TA,7,0,CarPort,1994.0,Unf,1,570,0,47,0,108000
57.0,21872,IR2,FR2,Gilbert,2Story,7,1996,1997,HdBoard,HdBoard,None,0.0,TA,Gd,Gd,GLQ,604,125,729,Ex,729,717,1446,0,2,1,3,TA,6,1,Attchd,1996.0,Unf,2,406,264,22,0,175000
,3196,Reg,Inside,Blmngtn,1Story,7,2003,2004,VinylSd,VinylSd,BrkFace,18.0,Gd,Gd,Gd,Unf,0,1374,1374,Ex,1557,0,1557,0,2,0,2,Gd,7,1,Attchd,2003.0,Fin,2,420,143,20,0,234000
,11341,IR1,Inside,Sawyer,1Story,5,1957,1996,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,Gd,No,ALQ,1302,90,1392,TA,1392,0,1392,1,1,1,3,TA,5,1,Detchd,1957.0,Unf,2,528,0,0,95,121500
77.0,10010,Reg,Inside,Mitchel,1Story,5,1974,1975,HdBoard,HdBoard,None,0.0,TA,Gd,Av,ALQ,1071,195,1389,Gd,1389,0,1389,1,1,0,2,TA,6,1,Attchd,1975.0,RFn,2,418,240,38,0,170000
63.0,13907,Reg,Inside,Edwards,1Story,5,1940,1969,WdShing,Wd Shng,None,0.0,TA,TA,No,BLQ,290,706,996,Ex,996,0,996,1,1,0,3,TA,6,1,,,,0,0,144,0,0,108000
66.0,21780,Reg,Inside,Edwards,1.5Fin,6,1918,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,Mn,Unf,0,1163,1163,Ex,1163,511,1674,0,2,0,4,TA,8,1,Detchd,1955.0,Fin,2,396,72,36,144,185000
,13346,IR1,CulDSac,NoRidge,2Story,7,1992,2000,HdBoard,HdBoard,None,0.0,Gd,Gd,No,GLQ,728,367,1095,Ex,1166,1129,2295,1,2,1,4,Gd,9,1,Attchd,1992.0,RFn,2,590,0,40,0,268000
66.0,6858,Reg,Corner,SWISU,2Story,6,1915,1950,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,No,Unf,0,806,806,TA,841,806,1647,1,1,1,4,Fa,6,0,Detchd,1920.0,Unf,1,216,0,66,0,128000
77.0,11198,IR1,Inside,StoneBr,2Story,9,2005,2007,VinylSd,VinylSd,BrkFace,245.0,Gd,Gd,No,Unf,0,1122,1122,Ex,1134,1370,2504,0,2,1,4,Ex,11,1,BuiltIn,2005.0,Fin,3,656,144,39,0,325000
70.0,10171,IR1,Inside,NridgHt,1Story,7,2004,2004,VinylSd,VinylSd,BrkFace,168.0,Gd,Gd,No,GLQ,2,1515,1517,Ex,1535,0,1535,0,2,0,3,Gd,7,0,Attchd,2004.0,RFn,2,532,0,0,0,214000
79.0,12327,IR1,Inside,SawyerW,1.5Fin,8,1983,2009,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,Gd,GLQ,1441,55,1496,Ex,1496,636,2132,1,1,1,1,Gd,5,1,BuiltIn,1983.0,Fin,2,612,349,40,0,316600
,7032,IR1,Corner,NAmes,SFoyer,5,1979,1979,MetalSd,MetalSd,None,0.0,TA,Gd,Gd,GLQ,943,0,943,TA,943,0,943,1,1,0,2,TA,4,2,Detchd,1979.0,Unf,2,600,42,0,0,135960
74.0,13101,IR1,Inside,NAmes,1Story,5,1965,1965,HdBoard,HdBoard,BrkFace,108.0,TA,TA,No,LwQ,231,1497,1728,TA,1728,0,1728,0,2,0,6,TA,10,0,Detchd,1987.0,Unf,2,576,0,0,0,142600
60.0,7332,Reg,Inside,NAmes,1Story,6,1959,1959,WdShing,Wd Shng,BrkFace,207.0,TA,TA,No,BLQ,414,450,864,Ex,864,0,864,1,1,0,2,Gd,4,0,Attchd,1959.0,Unf,1,288,168,0,0,120000
83.0,13159,IR1,Corner,Timber,2Story,7,2009,2009,VinylSd,VinylSd,None,0.0,TA,Ex,Av,Unf,0,846,846,Gd,846,846,1692,0,2,1,3,Gd,6,0,Attchd,2009.0,RFn,2,650,208,114,0,224500
76.0,9967,IR1,Inside,Gilbert,SLvl,7,2000,2000,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,384,384,Ex,774,656,1430,0,2,1,3,TA,8,1,BuiltIn,2000.0,RFn,2,400,100,0,0,170000
70.0,10500,Reg,FR2,NAmes,SLvl,5,1971,2005,MetalSd,AsphShn,BrkFace,82.0,TA,TA,Av,ALQ,349,23,372,TA,576,533,1109,0,1,0,3,TA,5,0,BuiltIn,1971.0,Unf,1,288,35,0,0,139000
80.0,8480,Reg,Inside,NAmes,1.5Fin,5,1947,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,442,390,832,TA,832,384,1216,0,1,0,2,TA,6,0,Detchd,1947.0,Unf,1,336,158,0,0,118500
52.0,6292,Reg,Inside,SWISU,1.5Fin,7,1928,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,861,861,Gd,877,600,1477,0,2,0,3,TA,6,1,Detchd,1928.0,Unf,1,216,0,50,0,145000
96.0,11777,IR1,Inside,Sawyer,SLvl,5,1966,1966,VinylSd,VinylSd,BrkFace,97.0,TA,TA,Av,LwQ,328,285,1164,Ex,1320,0,1320,1,1,0,3,TA,6,2,Attchd,1966.0,RFn,2,564,160,68,0,164500
34.0,3604,Reg,Corner,Somerst,2Story,7,2007,2007,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,689,689,Ex,703,689,1392,0,2,0,2,Gd,5,0,Detchd,2007.0,Unf,2,540,0,102,0,146000
81.0,12150,Reg,Inside,OldTown,1.5Fin,5,1954,1954,MetalSd,MetalSd,BrkFace,335.0,TA,TA,No,Unf,0,1050,1050,Ex,1050,745,1795,0,2,0,4,TA,7,0,Attchd,1954.0,Unf,1,352,0,0,0,131500
,14585,IR1,CulDSac,NAmes,1Story,6,1960,1987,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,No,BLQ,594,331,1144,Ex,1429,0,1429,0,1,0,3,Gd,7,2,Attchd,1960.0,Unf,2,572,216,110,0,181900
98.0,12704,Reg,Inside,NridgHt,1Story,8,2008,2009,VinylSd,VinylSd,BrkFace,306.0,Ex,Ex,No,Unf,0,2042,2042,Ex,2042,0,2042,0,2,1,3,Ex,8,1,Attchd,2009.0,RFn,3,1390,0,90,0,253293
81.0,11841,Reg,Inside,Edwards,SFoyer,6,1990,1990,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,Av,GLQ,816,0,816,TA,816,0,816,1,1,0,3,TA,5,0,,,,0,0,0,32,0,118500
75.0,13500,Reg,Inside,OldTown,2.5Unf,10,1893,2000,Wd Sdng,Wd Sdng,None,0.0,Ex,TA,No,Unf,0,1237,1237,Gd,1521,1254,2775,0,3,1,3,Gd,9,1,Detchd,1988.0,Unf,2,880,105,502,0,325000
51.0,6120,Reg,Inside,BrkSide,1.5Fin,4,1935,1995,AsbShng,AsbShng,None,0.0,TA,TA,No,Unf,0,884,884,Ex,989,584,1573,0,1,0,3,Gd,6,0,Detchd,1935.0,Unf,1,240,0,0,120,133000
88.0,11443,Reg,Inside,Timber,1Story,8,2005,2006,VinylSd,VinylSd,BrkFace,208.0,Gd,Ex,Gd,GLQ,1460,408,1868,Ex,2028,0,2028,1,2,0,2,Gd,7,2,Attchd,2005.0,RFn,3,880,326,66,0,369900
55.0,10267,Reg,Inside,BrkSide,1Story,6,1918,2000,Stucco,Wd Shng,None,0.0,TA,TA,Mn,Rec,210,0,816,Ex,838,0,838,1,1,0,2,Fa,5,0,Detchd,1961.0,Fin,1,275,0,0,0,130000
74.0,8740,IR1,Inside,Sawyer,SFoyer,5,1982,1982,HdBoard,HdBoard,None,0.0,TA,TA,Av,ALQ,672,168,840,TA,860,0,860,1,1,0,2,TA,4,0,Detchd,1996.0,Unf,2,528,0,0,0,137000
65.0,25095,IR1,Inside,ClearCr,1Story,5,1968,2003,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Gd,GLQ,1324,113,1437,Ex,1473,0,1473,2,1,0,1,Ex,5,2,Attchd,1968.0,Unf,1,452,0,48,60,143000
50.0,9100,Reg,Inside,BrkSide,1Story,5,1930,1960,VinylSd,VinylSd,None,0.0,TA,TA,No,Unf,0,742,742,TA,779,0,935,0,1,0,2,TA,4,0,Detchd,1988.0,Unf,1,308,0,0,0,79500
64.0,8320,Reg,Inside,CollgCr,2Story,7,2004,2004,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,490,280,770,Ex,770,812,1582,0,2,1,3,Gd,6,0,Attchd,2004.0,RFn,2,520,0,45,0,185900
97.0,13478,IR1,Corner,NridgHt,2Story,10,2008,2008,CemntBd,CmentBd,Stone,420.0,Ex,Ex,Gd,GLQ,1338,384,1722,Ex,1728,568,2296,1,2,1,3,Ex,10,1,BuiltIn,2008.0,RFn,3,842,382,274,0,451950
60.0,6600,Reg,Inside,Mitchel,1Story,5,1982,2003,HdBoard,HdBoard,None,0.0,TA,TA,No,GLQ,816,0,816,Ex,816,0,816,1,1,0,2,TA,4,0,Detchd,1985.0,Fin,2,816,0,0,0,138000
,4435,Reg,Inside,CollgCr,1Story,6,2003,2003,VinylSd,VinylSd,BrkFace,170.0,Gd,Gd,Av,GLQ,685,163,848,Ex,848,0,848,1,1,0,1,Gd,4,0,Attchd,2003.0,Fin,2,420,140,0,0,140000
88.0,7990,IR1,Inside,CollgCr,1Story,5,1975,1975,HdBoard,HdBoard,None,0.0,TA,Gd,No,Unf,0,924,924,TA,924,0,924,0,1,0,3,TA,5,0,Detchd,1981.0,Unf,1,280,0,0,0,110000
69.0,11302,IR1,Inside,StoneBr,1Story,8,2005,2006,VinylSd,Other,BrkFace,238.0,Gd,Gd,Gd,GLQ,1422,392,1814,Ex,1826,0,1826,1,2,0,3,Gd,7,1,Attchd,2005.0,Fin,3,758,180,75,120,319000
60.0,3600,Reg,Inside,OldTown,2Story,6,1910,1993,VinylSd,VinylSd,None,0.0,TA,TA,No,Unf,0,684,684,Ex,684,684,1368,0,1,0,3,TA,7,0,Detchd,1930.0,Unf,1,216,0,158,0,114504
53.0,3922,Reg,Inside,Blmngtn,1Story,7,2006,2007,VinylSd,VinylSd,BrkFace,72.0,Gd,Ex,Av,Unf,0,1258,1258,Ex,1402,0,1402,0,0,2,2,Gd,7,1,Attchd,2006.0,Fin,3,648,120,16,0,194201
80.0,12984,Reg,Inside,Crawfor,1Story,5,1977,1977,Plywood,Plywood,BrkFace,459.0,TA,Gd,Mn,ALQ,1283,0,1430,Ex,1647,0,1647,1,2,0,3,Gd,7,1,Attchd,1977.0,Fin,2,621,0,0,0,217500
24.0,1950,Reg,Inside,Blueste,2Story,6,1980,1980,MetalSd,MetalSd,None,0.0,TA,Gd,No,LwQ,81,23,716,TA,716,840,1556,1,2,1,3,TA,6,1,Attchd,1980.0,Fin,2,452,161,0,0,151000
74.0,10927,Reg,Inside,NridgHt,2Story,8,2005,2005,VinylSd,VinylSd,BrkFace,280.0,Gd,Gd,Av,GLQ,546,512,1058,Ex,1058,846,1904,1,2,1,3,Ex,8,1,BuiltIn,2003.0,Fin,2,736,179,60,0,275000
50.0,9000,Reg,Inside,IDOTRR,1.5Fin,6,1937,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,780,780,TA,780,595,1375,0,1,1,3,Gd,6,1,Detchd,1979.0,Unf,1,544,0,162,126,141000
